nn,sa,0.15,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,37.3639998436
nn,rhc,([17, 2, 1], 5001, 'data/BankData_test.csv', 'data/BankData_train.csv', 'data/BankData_validate.csv', 'BankData'),37.5339999199
nn,sa,0.55,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,37.7139999866
nn,sa,0.35,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,37.756000042
continuouspeaks,rhc,0,0.0480000972748
continuouspeaks,rhc,1,0.0389997959137
continuouspeaks,rhc,2,0.0279998779297
continuouspeaks,rhc,3,0.0419998168945
continuouspeaks,rhc,4,0.0320000648499
flipflop,rhc,0,0.0529999732971
flipflop,rhc,1,0.0260000228882
flipflop,rhc,2,0.0230000019073
flipflop,rhc,3,0.0320000648499
flipflop,rhc,4,0.0320000648499
tsp,rhc,0,0.0499999523163
tsp,rhc,1,0.0209999084473
tsp,rhc,2,0.0260000228882
tsp,rhc,3,0.0469999313354
tsp,rhc,4,0.021999835968
continuouspeaks,sa,0,0.15,0.0429999828339
continuouspeaks,sa,0,0.35,0.0350000858307
continuouspeaks,sa,0,0.55,0.0239999294281
continuouspeaks,sa,0,0.75,0.0220000743866
continuouspeaks,sa,0,0.95,0.074000120163
continuouspeaks,sa,1,0.15,0.0319998264313
continuouspeaks,sa,1,0.35,0.0329999923706
continuouspeaks,sa,1,0.55,0.0230000019073
continuouspeaks,sa,1,0.75,0.0239999294281
continuouspeaks,sa,1,0.95,0.0250000953674
continuouspeaks,sa,2,0.15,0.0360000133514
continuouspeaks,sa,2,0.35,0.0299999713898
continuouspeaks,sa,2,0.55,0.0299999713898
continuouspeaks,sa,2,0.75,0.0380001068115
continuouspeaks,sa,2,0.95,0.0259997844696
continuouspeaks,sa,3,0.15,0.0280001163483
continuouspeaks,sa,3,0.35,0.0260000228882
continuouspeaks,sa,3,0.55,0.050999879837
continuouspeaks,sa,3,0.75,0.0250000953674
continuouspeaks,sa,3,0.95,0.0220000743866
continuouspeaks,sa,4,0.15,0.0369999408722
continuouspeaks,sa,4,0.35,0.0659999847412
continuouspeaks,sa,4,0.55,0.0499999523163
continuouspeaks,sa,4,0.75,0.0280001163483
continuouspeaks,sa,4,0.95,0.0310001373291
flipflop,sa,0,0.15,0.0190000534058
flipflop,sa,0,0.35,0.021999835968
flipflop,sa,0,0.55,0.018000125885
flipflop,sa,0,0.75,0.0339999198914
flipflop,sa,0,0.95,0.0409998893738
flipflop,sa,1,0.15,0.0380001068115
flipflop,sa,1,0.35,0.0289998054504
flipflop,sa,1,0.55,0.0239999294281
flipflop,sa,1,0.75,0.0299999713898
flipflop,sa,1,0.95,0.0240001678467
flipflop,sa,2,0.15,0.0590000152588
flipflop,sa,2,0.35,0.161999940872
flipflop,sa,2,0.55,0.0230000019073
flipflop,sa,2,0.75,0.0199999809265
flipflop,sa,2,0.95,0.0190000534058
flipflop,sa,3,0.15,0.0249998569489
flipflop,sa,3,0.35,0.0250000953674
flipflop,sa,3,0.55,0.0220000743866
flipflop,sa,3,0.75,0.0230000019073
flipflop,sa,3,0.95,0.0209999084473
flipflop,sa,4,0.15,0.0230000019073
flipflop,sa,4,0.35,0.0539999008179
flipflop,sa,4,0.55,0.0260000228882
flipflop,sa,4,0.75,0.0279998779297
flipflop,sa,4,0.95,0.0280001163483
tsp,sa,0,0.15,0.0320000648499
tsp,sa,0,0.35,0.0260000228882
tsp,sa,0,0.55,0.0230000019073
tsp,sa,0,0.75,0.0249998569489
tsp,sa,0,0.95,0.0320000648499
tsp,sa,1,0.15,0.0340001583099
tsp,sa,1,0.35,0.0250000953674
tsp,sa,1,0.55,0.029000043869
tsp,sa,1,0.75,0.0230000019073
tsp,sa,1,0.95,0.0249998569489
tsp,sa,2,0.15,0.0260000228882
tsp,sa,2,0.35,0.0250000953674
tsp,sa,2,0.55,0.0269999504089
tsp,sa,2,0.75,0.0230000019073
tsp,sa,2,0.95,0.0239999294281
tsp,sa,3,0.15,0.0280001163483
tsp,sa,3,0.35,0.0460000038147
tsp,sa,3,0.55,0.0250000953674
tsp,sa,3,0.75,0.021999835968
tsp,sa,3,0.95,0.0209999084473
tsp,sa,4,0.15,0.0220000743866
tsp,sa,4,0.35,0.0239999294281
tsp,sa,4,0.55,0.0240001678467
tsp,sa,4,0.75,0.0209999084473
tsp,sa,4,0.95,0.0270001888275
continuouspeaks,ga,0,100,50,50,0.539000034332
continuouspeaks,ga,0,100,50,30,0.381999969482
continuouspeaks,ga,0,100,50,10,0.328999996185
continuouspeaks,ga,0,100,30,50,0.337999820709
continuouspeaks,ga,0,100,30,30,0.276000022888
continuouspeaks,ga,0,100,30,10,0.259999990463
continuouspeaks,ga,0,100,10,50,0.276000022888
continuouspeaks,ga,0,100,10,30,0.253999948502
continuouspeaks,ga,0,100,10,10,0.207000017166
continuouspeaks,ga,1,100,50,50,0.417000055313
continuouspeaks,ga,1,100,50,30,0.358000040054
continuouspeaks,ga,1,100,50,10,0.31500005722
nn,ga,50,10,10,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,44.7329998016
continuouspeaks,ga,1,100,30,50,0.43799996376
continuouspeaks,ga,1,100,30,30,0.391999959946
nn,ga,50,20,10,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,45.2290000916
continuouspeaks,ga,1,100,30,10,0.361000061035
continuouspeaks,ga,1,100,10,50,0.382999897003
continuouspeaks,ga,1,100,10,30,0.328000068665
continuouspeaks,ga,1,100,10,10,0.273999929428
continuouspeaks,ga,2,100,50,50,0.732999801636
continuouspeaks,ga,2,100,50,30,0.68799996376
continuouspeaks,ga,2,100,50,10,0.699000120163
continuouspeaks,ga,2,100,30,30,0.634000062943
continuouspeaks,ga,2,100,30,10,0.524999856949
continuouspeaks,ga,2,100,30,50,0.697000026703
nn,ga,50,20,20,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,47.1440000534
continuouspeaks,ga,2,100,10,10,0.371999979019
continuouspeaks,ga,2,100,10,30,0.409999847412
continuouspeaks,ga,2,100,10,50,0.546000003815
continuouspeaks,ga,3,100,50,50,0.778000116348
continuouspeaks,ga,3,100,50,10,0.599999904633
continuouspeaks,ga,3,100,50,30,0.710000038147
continuouspeaks,ga,3,100,30,50,0.661999940872
continuouspeaks,ga,3,100,30,10,0.521000146866
continuouspeaks,ga,3,100,30,30,0.599999904633
continuouspeaks,ga,3,100,10,50,0.551999807358
continuouspeaks,ga,3,100,10,30,0.496000051498
continuouspeaks,ga,3,100,10,10,0.413000106812
continuouspeaks,ga,4,100,50,30,0.728000164032
continuouspeaks,ga,4,100,50,10,0.710000038147
continuouspeaks,ga,4,100,50,50,0.865000009537
nn,ga,50,10,20,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,49.5569999218
continuouspeaks,ga,4,100,30,50,0.782999992371
continuouspeaks,ga,4,100,30,10,0.565999984741
continuouspeaks,ga,4,100,30,30,0.659999847412
continuouspeaks,ga,4,100,10,50,0.637000083923
continuouspeaks,ga,4,100,10,10,0.424000024796
continuouspeaks,ga,4,100,10,30,0.525000095367
flipflop,ga,0,100,30,30,1.27099990845
flipflop,ga,0,100,30,50,1.53099989891
flipflop,ga,0,100,50,30,1.66600012779
flipflop,ga,0,100,50,10,1.61899995804
flipflop,ga,0,100,50,50,1.98100018501
flipflop,ga,0,100,10,10,1.02300000191
flipflop,ga,0,100,30,10,1.34599995613
flipflop,ga,0,100,10,30,1.15900015831
flipflop,ga,0,100,10,50,1.34299993515
flipflop,ga,1,100,50,50,1.95700001717
flipflop,ga,1,100,50,10,1.49799990654
flipflop,ga,1,100,30,30,1.3599998951
flipflop,ga,1,100,30,50,1.53799986839
flipflop,ga,1,100,50,30,1.6970000267
flipflop,ga,1,100,30,10,1.22500014305
flipflop,ga,1,100,10,10,0.916000127792
flipflop,ga,1,100,10,30,1.07499980927
flipflop,ga,1,100,10,50,1.30000019073
flipflop,ga,2,100,50,50,1.88000011444
flipflop,ga,2,100,50,30,1.68600010872
flipflop,ga,2,100,50,10,1.50600004196
flipflop,ga,2,100,30,30,1.35299992561
flipflop,ga,2,100,30,50,1.52300000191
flipflop,ga,2,100,30,10,1.23799991608
nn,sa,0.7,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,20.2790000439
flipflop,ga,2,100,10,10,0.934000015259
flipflop,ga,2,100,10,30,1.19400000572
nn,sa,0.95,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,20.4539999962
flipflop,ga,2,100,10,50,1.33200001717
flipflop,ga,3,100,50,50,2.14499998093
flipflop,ga,3,100,30,10,1.49499988556
flipflop,ga,3,100,50,10,1.85899996758
flipflop,ga,3,100,10,50,1.52899980545
nn,backprop,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,21.9079999924
flipflop,ga,3,100,50,30,2.17000007629
flipflop,ga,3,100,30,50,1.91100001335
flipflop,ga,3,100,30,30,1.81599998474
flipflop,ga,3,100,10,30,1.60400009155
flipflop,ga,3,100,10,10,1.3639998436
flipflop,ga,4,100,30,10,1.83999991417
flipflop,ga,4,100,30,30,2.07899999619
flipflop,ga,4,100,50,10,2.25200009346
flipflop,ga,4,100,30,50,2.42199993134
flipflop,ga,4,100,50,30,2.57100009918
flipflop,ga,4,100,50,50,2.84900021553
flipflop,ga,4,100,10,30,1.53199982643
flipflop,ga,4,100,10,50,1.76399993896
flipflop,ga,4,100,10,10,1.31699991226
tsp,ga,0,100,10,30,5.16499996185
