nn,sa,0.15,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,37.3639998436
nn,rhc,([17, 2, 1], 5001, 'data/BankData_test.csv', 'data/BankData_train.csv', 'data/BankData_validate.csv', 'BankData'),37.5339999199
nn,sa,0.55,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,37.7139999866
nn,sa,0.35,[17, 2, 1],5001,data/BankData_test.csv,data/BankData_train.csv,data/BankData_validate.csv,BankData,37.756000042
continuouspeaks,rhc,0,0.0480000972748
continuouspeaks,rhc,1,0.0389997959137
continuouspeaks,rhc,2,0.0279998779297
continuouspeaks,rhc,3,0.0419998168945
continuouspeaks,rhc,4,0.0320000648499
flipflop,rhc,0,0.0529999732971
flipflop,rhc,1,0.0260000228882
flipflop,rhc,2,0.0230000019073
flipflop,rhc,3,0.0320000648499
flipflop,rhc,4,0.0320000648499
tsp,rhc,0,0.0499999523163
tsp,rhc,1,0.0209999084473
tsp,rhc,2,0.0260000228882
tsp,rhc,3,0.0469999313354
tsp,rhc,4,0.021999835968
tsp,ga,0,100,10,50,5.89500021935
tsp,ga,0,100,10,10,3.43000006676
tsp,ga,0,100,30,10,10.6799998283
tsp,ga,0,100,30,30,11.6679999828
tsp,ga,0,100,30,50,12.6570000648
tsp,ga,0,100,50,30,16.9319999218
tsp,ga,0,100,50,10,17.1900000572
tsp,ga,0,100,50,50,18.1499998569
tsp,ga,1,100,10,30,5.07600021362
tsp,ga,1,100,10,50,5.78299999237
tsp,ga,1,100,30,30,12.1889998913
tsp,ga,1,100,30,50,13.4600000381
tsp,ga,1,100,50,50,19.7779998779
tsp,ga,1,100,10,10,3.59599995613
tsp,ga,1,100,30,10,10.75
tsp,ga,1,100,50,10,17.0409998894
tsp,ga,1,100,50,30,19.4560000896
tsp,ga,2,100,10,30,4.88899993896
tsp,ga,2,100,10,50,6.05900001526
tsp,ga,2,100,10,10,3.81999993324
tsp,ga,2,100,30,10,10.1879999638
tsp,ga,2,100,30,30,11.6520001888
tsp,ga,2,100,30,50,12.2669999599
tsp,ga,2,100,50,50,18.7880001068
tsp,ga,2,100,50,30,17.4579999447
tsp,ga,2,100,50,10,17.8120000362
tsp,ga,3,100,10,30,4.99699997902
tsp,ga,3,100,10,50,6.22499990463
tsp,ga,3,100,30,30,12.5069999695
tsp,ga,3,100,30,50,13.1099998951
tsp,ga,3,100,10,10,4.05900001526
tsp,ga,3,100,50,50,18.6970000267
tsp,ga,3,100,30,10,11.3880000114
tsp,ga,3,100,50,10,17.2479999065
tsp,ga,3,100,50,30,17.9040000439
tsp,ga,4,100,10,50,5.44999980927
tsp,ga,4,100,10,30,5.17300009727
tsp,ga,4,100,30,10,9.99700021744
tsp,ga,4,100,30,30,10.6160001755
tsp,ga,4,100,30,50,11.2650001049
tsp,ga,4,100,10,10,3.27499985695
tsp,ga,4,100,50,30,13.9630000591
tsp,ga,4,100,50,50,16.4520001411
tsp,ga,4,100,50,10,14.3489999771
continuouspeaks,mimic,0,100,50,0.5,64.6679999828
continuouspeaks,mimic,0,100,50,0.7,64.882999897
continuouspeaks,mimic,0,100,50,0.1,68.0629999638
continuouspeaks,mimic,1,100,50,0.1,64.131000042
continuouspeaks,mimic,1,100,50,0.5,63.8550000191
continuouspeaks,mimic,0,100,50,0.9,66.4610002041
continuouspeaks,mimic,0,100,50,0.3,68.0559999943
continuouspeaks,mimic,1,100,50,0.3,67.7599999905
continuouspeaks,mimic,2,100,50,0.5,62.231000185
continuouspeaks,mimic,2,100,50,0.3,63.0829999447
continuouspeaks,mimic,2,100,50,0.1,64.5780000687
continuouspeaks,mimic,1,100,50,0.7,68.7330000401
continuouspeaks,mimic,3,100,50,0.1,64.243999958
continuouspeaks,mimic,2,100,50,0.9,66.2000000477
continuouspeaks,mimic,2,100,50,0.7,69.1779999733
continuouspeaks,mimic,1,100,50,0.9,73.1830000877
continuouspeaks,mimic,3,100,50,0.5,61.5799999237
continuouspeaks,mimic,3,100,50,0.3,65.9959998131
continuouspeaks,mimic,3,100,50,0.7,67.6670000553
continuouspeaks,mimic,4,100,50,0.1,65.2730000019
continuouspeaks,mimic,4,100,50,0.3,65.9249999523
continuouspeaks,mimic,4,100,50,0.7,63.1549999714
continuouspeaks,mimic,4,100,50,0.5,65.617000103
continuouspeaks,mimic,3,100,50,0.9,70.8410000801
continuouspeaks,mimic,4,100,50,0.9,49.5280001163
flipflop,mimic,0,100,50,0.1,3349.97000003
flipflop,mimic,1,100,50,0.1,3350.84099984
flipflop,mimic,0,100,50,0.3,3456.27600002
flipflop,mimic,1,100,50,0.3,3452.34599996
flipflop,mimic,0,100,50,0.5,3612.9150002
flipflop,mimic,1,100,50,0.5,3601.14400005
flipflop,mimic,0,100,50,0.7,3741.14300013
flipflop,mimic,0,100,50,0.9,3910.23399997
flipflop,mimic,2,100,50,0.1,4252.20300007
flipflop,mimic,2,100,50,0.3,4350.47399998
flipflop,mimic,1,100,50,0.7,4677.84500003
flipflop,mimic,2,100,50,0.5,4562.40999985
flipflop,mimic,3,100,50,0.1,4302.53999996
flipflop,mimic,1,100,50,0.9,4863.42600012
flipflop,mimic,2,100,50,0.7,4721.56900001
flipflop,mimic,2,100,50,0.9,4931.62800002
flipflop,mimic,3,100,50,0.3,44646.47
flipflop,mimic,3,100,50,0.5,44802.1570001
flipflop,mimic,4,100,50,0.1,44517.2780001
flipflop,mimic,4,100,50,0.3,44651.1919999
flipflop,mimic,3,100,50,0.7,45025.8039999
flipflop,mimic,4,100,50,0.5,44969.8540001
flipflop,mimic,3,100,50,0.9,45334.3139999
tsp,mimic,0,100,50,0.1,1112.35500002
flipflop,mimic,4,100,50,0.7,45196.76
tsp,mimic,0,100,50,0.3,1210.11500001
tsp,mimic,0,100,50,0.5,1225.16900015
tsp,mimic,0,100,50,0.7,1220.27899981
tsp,mimic,0,100,50,0.9,1185.29299998
tsp,mimic,1,100,50,0.1,1097.68499994
tsp,mimic,1,100,50,0.3,1188.74199986
tsp,mimic,1,100,50,0.5,1183.74099994
tsp,mimic,1,100,50,0.7,1182.33800006
tsp,mimic,1,100,50,0.9,1176.38399982
tsp,mimic,2,100,50,0.1,1065.51300001
tsp,mimic,2,100,50,0.3,1159.70900011
tsp,mimic,2,100,50,0.5,1161.35400009
tsp,mimic,2,100,50,0.7,1160.66499996
tsp,mimic,3,100,50,0.1,1053.82000017
tsp,mimic,2,100,50,0.9,1160.90400004
tsp,mimic,3,100,50,0.3,1157.27600002
tsp,mimic,3,100,50,0.5,1160.74799991
tsp,mimic,3,100,50,0.7,1164.38600016
tsp,mimic,3,100,50,0.9,1155.69700003
tsp,mimic,4,100,50,0.1,1011.04100013
tsp,mimic,4,100,50,0.3,1040.33599997
flipflop,mimic,4,100,50,0.9,4887.12899995
tsp,mimic,4,100,50,0.5,1025.81700015
tsp,mimic,4,100,50,0.7,905.779999971
tsp,mimic,4,100,50,0.9,865.765000105
