iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.156469019483,0.155102655405,0.15602490927,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.014182772
10,0.153993962491,0.152780132315,0.153641440856,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.094942304
20,0.15494613417,0.152644733522,0.154901181302,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.141861642
30,0.158043153714,0.155073936569,0.158045083559,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.178025765
40,0.154257682418,0.151344501697,0.153968092925,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.243425439
50,0.153944289583,0.150285431374,0.154054960929,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.281704427
60,0.151535108991,0.148408543845,0.15074963206,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.348807297
70,0.150976372384,0.146881215172,0.150259756611,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.411841977
80,0.148952384079,0.14738675225,0.148395415252,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.467546576
90,0.148866809786,0.147288220593,0.148815929959,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.523108448
100,0.144654998747,0.144901830393,0.14568637035,0.48048048048,0.461077844311,0.483253588517,0.64476386037,0.628099173554,0.651612903226,0.570495912
110,0.142167317713,0.145465974893,0.142443291488,0.489489489489,0.461077844311,0.473684210526,0.642857142857,0.615384615385,0.633333333333,0.612619175
120,0.136310129743,0.140354073388,0.13722850084,0.490990990991,0.461077844311,0.478468899522,0.630316248637,0.608695652174,0.625429553265,0.653976269
130,0.132254129975,0.135301833943,0.133922897197,0.510510510511,0.461077844311,0.478468899522,0.638580931264,0.601769911504,0.620209059233,0.655759187
140,0.127943280202,0.131298032061,0.129163489098,0.516516516517,0.479041916168,0.507177033493,0.637387387387,0.613333333333,0.63082437276,0.657574158
150,0.123650437986,0.127178049028,0.123929845926,0.542042042042,0.491017964072,0.569377990431,0.650630011455,0.615384615385,0.666666666667,0.659299503
160,0.12062143186,0.124620287475,0.12103314546,0.572072072072,0.520958083832,0.583732057416,0.668218859139,0.62962962963,0.678966789668,0.661026696
170,0.127686980896,0.12860774265,0.126390729325,0.5,0.497005988024,0.502392344498,0.666666666667,0.664,0.668789808917,0.667326086
180,0.118508660253,0.122997394223,0.119222614236,0.617117117117,0.556886227545,0.574162679426,0.661354581673,0.602150537634,0.633744855967,0.669260022
190,0.120399366924,0.12410664984,0.12049019537,0.543543543544,0.51497005988,0.55023923445,0.251231527094,0.19801980198,0.287878787879,0.671267628
200,0.117361396761,0.121672899547,0.117977049424,0.626126126126,0.59880239521,0.598086124402,0.67107001321,0.641711229947,0.658536585366,0.673293882
210,0.116183581977,0.121140994386,0.117132003422,0.651651651652,0.562874251497,0.631578947368,0.694736842105,0.61780104712,0.677824267782,0.67655742
220,0.116352180936,0.121192341816,0.11705803893,0.65015015015,0.574850299401,0.631578947368,0.691390728477,0.624338624339,0.677824267782,0.682347896
230,0.115704202058,0.121399307809,0.115960060774,0.657657657658,0.568862275449,0.641148325359,0.700787401575,0.625,0.691358024691,0.684035733
240,0.114531309458,0.119624149021,0.114385309031,0.668168168168,0.59880239521,0.655502392344,0.709592641261,0.649214659686,0.704918032787,0.685769118
250,0.114415267049,0.119987335058,0.113748145264,0.660660660661,0.580838323353,0.655502392344,0.705729166667,0.635416666667,0.702479338843,0.68708005
260,0.11309967719,0.118479222597,0.112458072531,0.68018018018,0.640718562874,0.698564593301,0.717131474104,0.673913043478,0.731914893617,0.689721938
270,0.112382967129,0.117536755215,0.111803008078,0.71021021021,0.658682634731,0.684210526316,0.741633199465,0.688524590164,0.715517241379,0.691596269
280,0.112182214455,0.1171754621,0.111691276451,0.714714714715,0.670658682635,0.684210526316,0.748677248677,0.702702702703,0.715517241379,0.693475668
290,0.111590938759,0.116873543471,0.111168389756,0.71021021021,0.658682634731,0.703349282297,0.738836265223,0.688524590164,0.730434782609,0.695429135
300,0.111429040129,0.12306151601,0.111094088537,0.6996996997,0.646706586826,0.703349282297,0.740932642487,0.694300518135,0.739495798319,0.697088124
310,0.112853880704,0.127120880723,0.113532436966,0.686186186186,0.646706586826,0.679425837321,0.731707317073,0.697435897436,0.719665271967,0.698994872
320,0.102441064114,0.116956616723,0.10659495518,0.717717717718,0.640718562874,0.66985645933,0.676975945017,0.615384615385,0.631016042781,0.700973999
330,0.100670209275,0.115733493183,0.104003202685,0.720720720721,0.652694610778,0.688995215311,0.685810810811,0.632911392405,0.656084656085,0.702610235
340,0.101286285195,0.116609736378,0.105200602453,0.719219219219,0.646706586826,0.679425837321,0.674782608696,0.61935483871,0.633879781421,0.704503589
350,0.0861721200629,0.102403634698,0.0884118193033,0.786786786787,0.718562874251,0.755980861244,0.765676567657,0.711656441718,0.735751295337,0.706162302
360,0.0847773557,0.101560675455,0.0858462133106,0.791291291291,0.688622754491,0.77033492823,0.77971473851,0.690476190476,0.762376237624,0.707874366
370,0.0840345265673,0.0990444518943,0.0857474263633,0.803303303303,0.724550898204,0.760765550239,0.787682333874,0.716049382716,0.744897959184,0.709475018
380,0.0840670194393,0.0965739480962,0.0883529532096,0.792792792793,0.718562874251,0.751196172249,0.776699029126,0.718562874251,0.729166666667,0.711237972
390,0.0801647021498,0.0934917252158,0.0815810787121,0.834834834835,0.712574850299,0.803827751196,0.83024691358,0.717647058824,0.8,0.713007095
400,0.0800041357719,0.092538759312,0.0816835113952,0.834834834835,0.718562874251,0.799043062201,0.830769230769,0.72514619883,0.794117647059,0.71472902
410,0.078782711967,0.0926174230657,0.0806286667045,0.831831831832,0.736526946108,0.794258373206,0.825,0.734939759036,0.788177339901,0.716561308
420,0.0789526640191,0.0915563700887,0.0807902526066,0.83033033033,0.736526946108,0.794258373206,0.826420890937,0.741176470588,0.790243902439,0.718246366
430,0.077776498429,0.0914567404734,0.0798004562056,0.825825825826,0.736526946108,0.794258373206,0.819875776398,0.738095238095,0.788177339901,0.719981798
440,0.0773348026223,0.0911241588055,0.0800417850001,0.831831831832,0.736526946108,0.799043062201,0.826086956522,0.741176470588,0.792079207921,0.722191553
450,0.0641873420518,0.0775523879619,0.0676901731639,0.87987987988,0.796407185629,0.851674641148,0.87987987988,0.797619047619,0.851674641148,0.723940826
460,0.0632983235509,0.0772615009981,0.0666953946488,0.881381381381,0.784431137725,0.851674641148,0.88155922039,0.790697674419,0.851674641148,0.725920022
470,0.0634624163017,0.0777230004145,0.066456915205,0.875375375375,0.778443113772,0.856459330144,0.874811463047,0.78612716763,0.857142857143,0.727663376
480,0.062246614778,0.0788356318325,0.0654008221311,0.870870870871,0.77245508982,0.827751196172,0.876436781609,0.788888888889,0.833333333333,0.729541177
490,0.0644455476332,0.0773944366642,0.0645093770474,0.861861861862,0.784431137725,0.827751196172,0.867435158501,0.797752808989,0.833333333333,0.731251404
500,0.062007887402,0.0776060826057,0.0642206395208,0.873873873874,0.784431137725,0.832535885167,0.878260869565,0.8,0.837209302326,0.732904343
510,0.0625652577228,0.073183479541,0.0649243502582,0.86036036036,0.832335329341,0.842105263158,0.865412445731,0.83908045977,0.849315068493,0.734780334
520,0.0563273090364,0.0692795757166,0.0581861096845,0.89039039039,0.796407185629,0.856459330144,0.894356005789,0.808988764045,0.859813084112,0.736308071
