iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.125577447152,0.125232665517,0.125682102178,0.501501501502,0.502994011976,0.502392344498,0.667334669339,0.666666666667,0.668789808917,0.081001615
10,0.132733318431,0.131777529239,0.133207273693,0.421921921922,0.473053892216,0.425837320574,0.164859002169,0.137254901961,0.10447761194,0.704553643
20,0.130765605393,0.130390591834,0.13193192141,0.492492492492,0.497005988024,0.497607655502,0.562176165803,0.557894736842,0.560669456067,1.079627607
30,0.115139553643,0.115937950133,0.119421765265,0.698198198198,0.682634730539,0.593301435407,0.712446351931,0.700564971751,0.635193133047,1.124975997
40,0.127291649971,0.126473481111,0.126307811175,0.531531531532,0.508982035928,0.516746411483,0.543859649123,0.493827160494,0.53023255814,1.15508714
50,0.119930686998,0.115787034222,0.12301316684,0.60960960961,0.652694610778,0.569377990431,0.620991253644,0.662790697674,0.579439252336,1.196369672
60,0.117039400705,0.123113757113,0.117953218973,0.575075075075,0.520958083832,0.583732057416,0.633893919793,0.619047619048,0.641975308642,1.232672663
70,0.131619306528,0.133659736643,0.13224007021,0.447447447447,0.437125748503,0.473684210526,0.497267759563,0.5,0.513274336283,1.28393648
80,0.113792422502,0.114806033562,0.114585658464,0.636636636637,0.634730538922,0.66028708134,0.70487804878,0.696517412935,0.725868725869,1.324666424
90,0.112421328335,0.115499040728,0.114394107604,0.63963963964,0.616766467066,0.612440191388,0.673913043478,0.655913978495,0.655319148936,1.352535089
100,0.111284946964,0.11415914248,0.109036833499,0.677177177177,0.652694610778,0.674641148325,0.700973574409,0.677777777778,0.699115044248,1.381240083
110,0.104432492147,0.108493938509,0.108441377076,0.723723723724,0.688622754491,0.688995215311,0.737891737892,0.701149425287,0.71615720524,1.406436101
120,0.107344022275,0.109196547648,0.111746474781,0.690690690691,0.658682634731,0.626794258373,0.711484593838,0.670520231214,0.663793103448,1.430806677
130,0.106899711732,0.110784825796,0.109924811794,0.690690690691,0.670658682635,0.665071770335,0.714681440443,0.696132596685,0.698275862069,1.458304968
140,0.0865764581805,0.0883129552921,0.087919870959,0.863363363363,0.85628742515,0.822966507177,0.868306801737,0.862068965517,0.829493087558,1.488965098
