iterations,fitness,time,fevals
0,11.0,1.10800000002e-05,11
10,14.0,1.99870000017e-05,21
20,14.0,2.9456e-05,31
30,14.0,3.8988e-05,41
40,14.0,4.59210000017e-05,51
50,16.0,5.3616999999e-05,61
60,16.0,6.01480000029e-05,71
70,16.0,6.8155000001e-05,81
80,16.0,7.54659999984e-05,91
90,16.0,8.45929999969e-05,101
100,16.0,9.27399999995e-05,111
110,16.0,9.94720000023e-05,121
120,16.0,0.000107469000007,131
130,16.0,0.000116590000005,141
140,16.0,0.000124939999999,151
150,18.0,0.000132987999997,161
160,18.0,0.000141014999997,171
170,19.0,0.000148470999996,181
180,19.0,0.000156755999996,191
190,20.0,0.000165639999999,201
200,20.0,0.000173707999998,211
210,20.0,0.000189247000002,221
220,20.0,0.000197203000006,231
230,24.0,0.000204881000002,241
240,24.0,0.000211981,251
250,25.0,0.000219999000002,261
260,25.0,0.000229127000004,271
270,25.0,0.000236765000011,281
280,25.0,0.000244669000011,291
290,25.0,0.000252708000012,301
300,25.0,0.000261452000011,311
310,26.0,0.000269674000009,321
320,26.0,0.000277880000006,331
330,26.0,0.000285046000009,341
340,27.0,0.000294793000009,351
350,27.0,0.000311960000005,361
360,27.0,0.000321989000007,371
370,28.0,0.000331563000003,381
380,28.0,0.000342825000004,391
390,29.0,0.000350555000004,401
400,29.0,0.000364588000011,411
410,29.0,0.000381686000011,421
420,29.0,0.000398150000009,431
430,30.0,0.000413431000013,441
440,30.0,0.000435171000014,451
450,31.0,0.00077446100002,461
460,31.0,0.000798912000015,471
470,31.0,0.000815068000016,481
480,31.0,0.000833223000015,491
490,32.0,0.000848641000012,501
500,32.0,0.000864705000012,511
510,35.0,0.000879861000016,521
520,35.0,0.000897849000012,531
530,35.0,0.000914985000016,541
540,35.0,0.000931753000017,551
550,35.0,0.000948141000016,561
560,35.0,0.000963902000017,571
570,35.0,0.000980724000016,581
580,35.0,0.000996855000018,591
590,35.0,0.00101389300001,601
600,35.0,0.00103060900001,611
610,35.0,0.00104995200001,621
620,35.0,0.00106682500001,631
630,35.0,0.00108754200001,641
640,35.0,0.00110447400001,651
650,35.0,0.00112112100001,661
660,35.0,0.00113804100001,671
670,35.0,0.00115509000001,681
680,35.0,0.00117169100001,691
690,35.0,0.00118764300001,701
700,35.0,0.00120441100001,711
710,35.0,0.00122056100001,721
720,35.0,0.00129520500001,731
730,35.0,0.00131610300001,741
740,35.0,0.00133350400002,751
750,35.0,0.00135321600002,761
760,35.0,0.00137133100002,771
770,35.0,0.00139020900001,781
780,35.0,0.00140912400001,791
790,35.0,0.00142588900001,801
800,35.0,0.00144511500001,811
810,35.0,0.00146206400002,821
820,35.0,0.00147922600002,831
830,35.0,0.00149811300003,841
840,35.0,0.00151512300003,851
850,35.0,0.00153587700002,861
860,35.0,0.00155371400002,871
870,36.0,0.00164019800003,881
880,36.0,0.00166050500003,891
890,36.0,0.00168423900003,901
900,36.0,0.00170121100003,911
910,36.0,0.00171979300003,921
920,36.0,0.00173777600003,931
930,36.0,0.00175735800003,941
940,36.0,0.00177641000003,951
950,36.0,0.00179375300002,961
960,36.0,0.00181058600002,971
970,36.0,0.00182637700002,981
980,36.0,0.00184252900002,991
990,36.0,0.00185776400002,1001
1000,36.0,0.00187881200002,1011
1010,36.0,0.00189630600002,1021
1020,36.0,0.00191330400002,1031
1030,36.0,0.00193351400002,1041
1040,36.0,0.00195216100003,1051
1050,36.0,0.00197219400003,1061
1060,36.0,0.00199093800003,1071
1070,36.0,0.00200766100002,1081
1080,36.0,0.00202370100003,1091
1090,36.0,0.00204149900003,1101
1100,36.0,0.00205823000003,1111
1110,36.0,0.00207425900003,1121
1120,36.0,0.00209035200004,1131
1130,36.0,0.00210748200004,1141
1140,36.0,0.00212401200004,1151
1150,36.0,0.00214042700004,1161
